id	daddy	nivel	name	arco
SP860	2	4	070959:Los demas	M129.59698694270958,-172.8022597519233A216,216,0,0,1,129.856946305692,-172.60699144635083L97.39270972926899,-129.45524358476314A162,162,0,0,0,97.19774020703217,-129.60169481394246Z
SP863	2	4	070960:Frutos de los generos Capsicum o Pimenta	M129.92189019800654,-172.55811324703666A216,216,0,0,1,130.1814816976467,-172.36235616573964L97.636111273235,-129.27176712430472A162,162,0,0,0,97.44141764850491,-129.4185849352775Z
SP865	2	4	070970:Espinacas (incluida la de Nueva Zelanda) y armuelles	M130.2463335092024,-172.31335585905586A216,216,0,0,1,130.37598179199554,-172.21528205061608L97.78198634399665,-129.16146153796205A162,162,0,0,0,97.6847501319018,-129.2350168942919Z
SP869	2	4	070990:Las demas	M130.4407782448739,-172.16620856274795A216,216,0,0,1,130.82916874499222,-171.8712559024759L98.12187655874416,-128.9034419268569A162,162,0,0,0,97.83058368365543,-129.12465642206098Z
SP871	2	4	070991:alcachofas (alcauciles)	M130.89383570659993,-171.82201190189116A216,216,0,0,1,131.02311401445192,-171.72345091441628L98.26733551083893,-128.7925881858122A162,162,0,0,0,98.17037677994995,-128.86650892641836Z
SP873	2	4	070992:aceitunas	M131.08772534238952,-171.674133941483A216,216,0,0,1,131.21689230054116,-171.5754270721428L98.41266922540586,-128.68157030410708A162,162,0,0,0,98.31579400679213,-128.75560045611223Z
SP875	2	4	070993:Calabazas (zapallos) y calabacines (zapallitos) (Cucurbita spp.)	M131.28144791246424,-171.52603718971338A216,216,0,0,1,131.41050335629777,-171.42718456430546L98.55787751722333,-128.5703884232291A162,162,0,0,0,98.46108593434819,-128.64452789228503Z
SP878	2	4	070999:Las demas	M131.47500316993305,-171.37772183532522A216,216,0,0,1,131.73281615617816,-171.1796283077007L98.79961211713362,-128.38472123077554A162,162,0,0,0,98.60625237744978,-128.5332913764939Z
SP880	2	4	071010:Papas (patatas)	M132.56864405086537,-170.53314813992898A216,216,0,0,1,132.69695186952677,-170.4333270359307L99.52271390214509,-127.824995276948A162,162,0,0,0,99.42648303814903,-127.89986110494674Z
SP882	2	4	071021:Chicharos (guisantes, arvejas) (Pisum sativum)	M132.76107759729555,-170.38338027872575A216,216,0,0,1,132.8892726443062,-170.28341438926827L99.66695448322966,-127.71256079195119A162,162,0,0,0,99.57080819797166,-127.78753520904432Z
SP884	2	4	071022:Frijoles (porotos, alubias, judias, frejoles) (Vigna spp., Phaseolus spp.)	M132.95334194539484,-170.2333952711715A216,216,0,0,1,133.0814240573756,-170.13328472365708L99.81106804303171,-127.59996354274281A162,162,0,0,0,99.71500645904612,-127.67504645337863Z
SP886	2	4	071029:Las demas	M133.1454368501305,-170.08319330841573A216,216,0,0,1,133.2734058638462,-169.98293823043102L99.95505439788465,-127.48720367282327A162,162,0,0,0,99.85907763759786,-127.5623949813118Z
SP888	2	4	071030:Espinacas (incluida la de Nueva Zelanda) y armuelles	M133.33736206668576,-169.93277458188444A216,216,0,0,1,133.46521781904536,-169.83237510120023L100.09891336428402,-127.37428132590017A162,162,0,0,0,100.00302155001431,-127.44958093641334Z
SP890	2	4	071040:Maiz dulce	M133.52911735046015,-169.78213928327986A216,216,0,0,1,133.65685967851692,-169.68159552785104L100.24264475888769,-127.26119664588829A162,162,0,0,0,100.14683801284511,-127.3366044624599Z
SP895	2	4	071080:Las demas hortalizas	M133.72070245706973,-169.63128760458025A216,216,0,0,1,134.2307622412581,-169.22796006609204L100.67307168094356,-126.92097004956902A162,162,0,0,0,100.29052684280231,-127.2234657034352Z
SP898	2	4	071090:Mezclas de hortalizas	M134.29443427332538,-169.17743621182905A216,216,0,0,1,134.5489321419771,-168.97510130032072L100.91169910648281,-126.73132597524054A162,162,0,0,0,100.72082570499404,-126.8830771588718Z
SP900	2	4	071120:aceitunas	M135.12043686952543,-168.51844866419995A216,216,0,0,1,135.2472276776565,-168.41670761984437L101.43542075824237,-126.31253071488328A162,162,0,0,0,101.34032765214407,-126.38883649814996Z
SP902	2	4	071140:Pepinos y pepinillos	M135.31059435840336,-168.36580132074215A216,216,0,0,1,135.43727022839423,-168.26391720473205L101.57795267129566,-126.19793790354903A162,162,0,0,0,101.48294576880252,-126.27435099055661Z
SP904	2	4	071151:Hongos del genero agaricus	M135.50057939970003,-168.21293940225166A216,216,0,0,1,135.62714017010765,-168.110912344434L101.72035512758073,-126.0831842583255A162,162,0,0,0,101.62543454977504,-126.15970455168875Z
SP906	2	4	071159:Los demas	M135.6903917512876,-168.05986310354447A216,216,0,0,1,135.81683726081565,-167.9576932339484L101.86262794561173,-125.9682699254613A162,162,0,0,0,101.76779381346569,-126.04489732765835Z
SP911	2	4	071190:Las demas hortalizas, mezclas de hortalizas	M135.88003117125828,-167.90657261970978A216,216,0,0,1,136.384889010402,-167.4967523554422L102.2886667578015,-125.62256426658165A162,162,0,0,0,101.91002337844371,-125.92992946478235Z
SP913	2	4	071220:Cebollas	M136.76272149537215,-167.1883907727426A216,216,0,0,1,136.88851082031064,-167.0854141012844L102.66638311523299,-125.31406057596331A162,162,0,0,0,102.57204112152911,-125.39129307955693Z
SP915	2	4	071231:Hongos del genero agaricus	M136.95137641080154,-167.03389027136663A216,216,0,0,1,137.07704940331573,-166.93077165963422L102.8077870524868,-125.19807874472566A162,162,0,0,0,102.71353230810116,-125.27541770352498Z
SP917	2	4	071232:Orejas de Judas (auricularia spp.)	M137.13985678754293,-166.87917689242184A216,216,0,0,1,137.2654132874679,-166.77591647183544L102.94905996560092,-125.08193735387657A162,162,0,0,0,102.85489259065719,-125.15938266931639Z
SP919	2	4	071233:Hongos gelatinosos (Tremella spp.)	M137.32816238538607,-166.72425083308377A216,216,0,0,1,137.45360223270544,-166.6208487352444L103.09020167452908,-124.9656365514333A162,162,0,0,0,102.99612178903955,-125.04318812481283Z
SP921	2	4	071239:Los demas	M137.51629296434353,-166.5691122907991A216,216,0,0,1,137.64161599918955,-166.4655686474883L103.23121199939217,-124.84917648561624A162,162,0,0,0,103.13721972325764,-124.92683421809933Z
SP926	2	4	071290:Las demas hortalizas, mezclas de hortalizas	M137.70424828465093,-166.41376146328528A216,216,0,0,1,138.20460383108434,-165.99845625755992L103.65345287331326,-124.49884219316993A162,162,0,0,0,103.27818621348821,-124.81032109746396Z
SP929	2	4	071310:Chicharos (guisantes, arvejas) (Pisum sativum)	M138.6413876303351,-165.633829986314A216,216,0,0,1,138.89054665199677,-165.4249559489423L104.1679099889976,-124.06871696170674A162,162,0,0,0,103.98104072275132,-124.22537248973549Z
SP931	2	4	071320:Garbanzos	M138.9527872599861,-165.37267885802976A216,216,0,0,1,139.07720943734807,-165.2680544301288L104.30790707801106,-123.95104082259661A162,162,0,0,0,104.21459044498958,-124.02950914352233Z
SP933	2	4	071331:Frijoles (porotos, alubias, judias, frejoles) de las especies Vigna mungo (L) Hepper o Vigna radiata (L) Wilczek	M139.13939098910168,-165.21570710795595A216,216,0,0,1,139.26369497472783,-165.1109422842289L104.44777123104588,-123.83320671317169A162,162,0,0,0,104.35454324182628,-123.91178033096696Z
SP935	2	4	071332:Frijoles (porotos, alubias, judias, frejoles) adzuki (Phaseolus o Vigna angularis)	M139.32581739099803,-165.05852479751016A216,216,0,0,1,139.45000302646815,-164.9536197114753L104.58750226985111,-123.71521478360648A162,162,0,0,0,104.49436304324853,-123.79389359813261Z
SP940	2	4	071333:Frijol (poroto, alubia, judia, frejol) comun (Phaseolus vulgaris)	M139.51206622808257,-164.9011321270145A216,216,0,0,1,140.00785989456887,-164.480391438441L105.00589492092665,-123.36029357883073A162,162,0,0,0,104.63404967106193,-123.67584909526089Z
SP942	2	4	071334:Frijoles (porotos, alubias, judias, frejoles) Bambara (Vigna subterranea o Voandzeia subterranea)	M140.06974497793686,-164.42769396247013A216,216,0,0,1,140.19345563160147,-164.32222916595975L105.14509172370109,-123.24167187446982A162,162,0,0,0,105.05230873345265,-123.3207704718526Z
SP944	2	4	071335:Frijoles (porotos, alubias, judias, frejoles) salvajes o caupi (Vigna unguiculata)	M140.25528118437984,-164.2694618603548A216,216,0,0,1,140.3788726980543,-164.16385747180607L105.28415452354072,-123.12289310385455A162,162,0,0,0,105.19146088828487,-123.20209639526608Z
SP946	2	4	071339:Los demas	M140.44063864144903,-164.11102040381667A216,216,0,0,1,140.5641108576213,-164.00527655781792L105.42308314321598,-123.00395741836346A162,162,0,0,0,105.33047898108677,-123.0832653028625Z
SP948	2	4	071340:Lentejas	M140.62581711291438,-163.95236979478267A216,216,0,0,1,140.74916987422432,-163.84648662609993L105.56187740566826,-122.88486496957495A162,162,0,0,0,105.46936283468577,-122.964277346087Z
SP950	2	4	071350:Habas (Vicia faba var. major), haba caballar (Vicia faba var. equina) y haba menor (Vicia faba var. minor)	M140.8108163627737,-163.7935102354462A216,216,0,0,1,140.93404951201353,-163.68748787902305L105.70053713401015,-122.76561590926728A162,162,0,0,0,105.60811227208026,-122.84513267658467Z
SP952	2	4	071360:Chicharos (guisantes, arvejas) de palo, gandu o gandul (Cajanus cajan)	M140.9956361552534,-163.63444192826705A216,216,0,0,1,141.1187495353677,-163.5282805192244L105.83906215152578,-122.64621038941831A162,162,0,0,0,105.74672711644004,-122.72583144620029Z
SP954	2	4	071390:Las demas	M141.18027625480852,-163.47516507597095A216,216,0,0,1,141.3032697088946,-163.36886474960704L105.97745228167095,-122.52664856220528A162,162,0,0,0,105.88520719110639,-122.60637380697821Z
SP957	2	4	071410:Raices de yuca (mandioca)	M142.10077313069016,-162.6756597517285A216,216,0,0,1,142.34547552337963,-162.46158191407264L106.75910664253472,-121.84618643555447A162,162,0,0,0,106.57557984801761,-122.00674481379636Z
SP960	2	4	071420:Camotes (boniatos, batatas)	M142.40660075063133,-162.40800492171036A216,216,0,0,1,142.6508999162839,-162.19346704807305L106.9881749372129,-121.64510028605478A162,162,0,0,0,106.80495056297349,-121.80600369128275Z
SP963	2	4	071430:names (Yam) (Dioscorea spp.)	M142.71192422861554,-162.13977514159163A216,216,0,0,1,142.9558193023734,-161.92477799147096L107.21686447678006,-121.44358349360323A162,162,0,0,0,107.03394317146166,-121.60483135619373Z
SP966	2	4	071440:Taro (Colocasia spp.)	M143.01674248374928,-161.8709713609483A216,216,0,0,1,143.26023260218517,-161.65551569546832L107.44517445163889,-121.24163677160124A162,162,0,0,0,107.26255686281195,-121.40322852071122Z
SP969	2	4	071450:Yautia (malanga) (Xanthosoma spp.)	M143.32105443692754,-161.60159453138837A216,216,0,0,1,143.56413873804783,-161.38568111329627L107.67310405353587,-121.03926083497221A162,162,0,0,0,107.49079082769565,-121.20119589854129Z
SP973	2	4	071490:Los demas	M143.62485901083775,-161.3316456065486A216,216,0,0,1,143.98875324469574,-161.00695307668587L107.9915649335218,-120.7552148075144A162,162,0,0,0,107.71864425812831,-120.99873420491143Z
SP975	2	4	080111:Secos	M144.41236865529214,-160.6271078596885A216,216,0,0,1,144.5332177107999,-160.51837582707634L108.39991328309992,-120.38878187030724A162,162,0,0,0,108.3092764914691,-120.47033089476636Z
SP977	2	4	080112:Con la cascara interna (endocarpio)	M144.5936115425915,-160.4639757112797A216,216,0,0,1,144.71433777148943,-160.3551073192222L108.53575332861708,-120.26633048941665A162,162,0,0,0,108.44520865694362,-120.34798178345976Z
SP979	2	4	080119:Los demas	M144.77467015150012,-160.30063905837787A216,216,0,0,1,144.8952733999278,-160.19163444562324L108.67145504994583,-120.14372583421742A162,162,0,0,0,108.5810026136251,-120.22547929378341Z
SP981	2	4	080121:Con cascara	M144.95554425126653,-160.1370981091487A216,216,0,0,1,145.0760243655202,-160.0279574146186L108.80701827414016,-120.02096806096397A162,162,0,0,0,108.7166581884499,-120.10282358186151Z
SP983	2	4	080122:Sin cascara	M145.1362336113744,-159.97335307201809A216,216,0,0,1,145.25659043790733,-159.8640764348077L108.9424428284305,-119.8980573261058A162,162,0,0,0,108.8521752085308,-119.98001480401356Z
SP985	2	4	080131:Con cascara	M145.31673800154283,-159.80940415567215A216,216,0,0,1,145.43697138696538,-159.69999171504992L109.07772854022404,-119.77499378628742A162,162,0,0,0,108.98755350115711,-119.85705311675412Z
SP987	2	4	080132:Sin cascara	M145.49705719172667,-159.64525156905677A216,216,0,0,1,145.61716698280657,-159.53570346446412L109.21287523710492,-119.65177759834809A162,162,0,0,0,109.122792893795,-119.73393867679256Z
SP989	2	4	080211:Con cascara	M146.09678065469706,-159.09660801642926A216,216,0,0,1,146.21647735998062,-158.986608707898L109.66235801998548,-119.23995653092351A162,162,0,0,0,109.57258549102278,-119.32245601232194Z
SP991	2	4	080212:Sin cascara	M146.27629465907884,-158.931575279459A216,216,0,0,1,146.3958671078357,-158.82144091319947L109.79690033087678,-119.1160806848996A162,162,0,0,0,109.70722099430914,-119.19868145959425Z
SP993	2	4	080221:Con cascara	M146.45562224056206,-158.76633999097473A216,216,0,0,1,146.57507028040217,-158.6560707073485L109.93130271030162,-118.99205303051137A162,162,0,0,0,109.84171668042156,-119.07475499323105Z
SP995	2	4	080222:Sin cascara	M146.6347631706013,-158.60090236156185A216,216,0,0,1,146.75408664929327,-158.49049830110235L110.06556498696995,-118.86787372582677A162,162,0,0,0,109.97607237795098,-118.95067677117137Z
SP997	2	4	080231:Con cascara	M146.81371722088912,-158.43526260206346A216,216,0,0,1,146.93291598636023,-158.324723905476L110.19968698977016,-118.74354292910701A162,162,0,0,0,110.11028791566683,-118.8264469515476Z
SP999	2	4	080232:Sin cascara	M146.99248416335618,-158.26942092358047A216,216,0,0,1,147.1115580636927,-158.15874773174187L110.33366854776953,-118.6190607988064A162,162,0,0,0,110.24436312251713,-118.70206569268534Z
SP1001	2	4	080240:Castanas (Castanea spp.)	M147.17106377017166,-158.10337753747095A216,216,0,0,1,147.290012653619,-157.99256999142952L110.46750949021424,-118.49442749357213A162,162,0,0,0,110.37829782762874,-118.5775331531032Z
SP1003	2	4	080241:Con cascara	M147.34945581374345,-157.93713265535013A216,216,0,0,1,147.46827952870635,-157.82619089632536L110.60120964652975,-118.36964317224401A162,162,0,0,0,110.51209186030759,-118.45284949151258Z
SP1005	2	4	080242:Sin cascara	M147.52766006671854,-157.77068648909005A216,216,0,0,1,147.6463584617612,-157.65961065847245L110.73476884632089,-118.24470799385433A162,162,0,0,0,110.64574505003891,-118.32801486681754Z
SP1008	2	4	080250:Pistachos	M147.7056763019832,-157.60403925081923A216,216,0,0,1,147.9427384182485,-157.38153052156312L110.95705381368637,-118.03614789117233A162,162,0,0,0,110.7792572264874,-118.20302943811441Z
SP1010	2	4	080251:Con cascara	M148.00195159419727,-157.32584760397413A216,216,0,0,1,148.12031506364863,-157.21441494165052L111.09023629773648,-117.91081120623788A162,162,0,0,0,111.00146369564794,-117.9943857029806Z
SP1012	2	4	080252:Sin cascara	M148.17946534039018,-157.1586652126955A216,216,0,0,1,148.2977029360248,-157.04709899867154L111.2232772020186,-117.78532424900366A162,162,0,0,0,111.13459900529264,-117.86899890952162Z
SP1014	2	4	080260:Nueces de macadamia	M148.35679023817463,-156.99128252940113A216,216,0,0,1,148.47490180930373,-156.87958290586323L111.3561763569778,-117.65968717939741A162,162,0,0,0,111.26759267863098,-117.74346189705085Z
SP1016	2	4	080261:Con cascara	M148.5339260615576,-156.82369976741313A216,216,0,0,1,148.65191145765303,-156.71186687671766L111.48893359323976,-117.53390015753826A162,162,0,0,0,111.4004445461682,-117.61777482555986Z
SP1018	2	4	080262:Sin cascara	M148.71087258478704,-156.6559171403086A216,216,0,0,1,148.82873165548142,-156.54395112498185L111.62154874161106,-117.40796334373638A162,162,0,0,0,111.53315443859029,-117.49193785523144Z
SP1020	2	4	080270:Nueces de cola (Cola spp.)	M148.88762958235216,-156.48793486191929A216,216,0,0,1,149.00536217743914,-156.37583586465715L111.75402163307935,-117.28187689849287A162,162,0,0,0,111.66572218676411,-117.36595114643947Z
SP1022	2	4	080280:Nueces de areca	M149.06419682898365,-156.3197531463315A216,216,0,0,1,149.18180279841806,-156.20752130999935L111.88635209881355,-117.15564098249952A162,162,0,0,0,111.79814762173774,-117.23981485974862Z
SP1025	2	4	080290:Los demas	M149.24057409965414,-156.15137220788563A216,216,0,0,1,149.475447887237,-155.92655475867443L112.10658591542776,-116.94491606900583A162,162,0,0,0,111.93043057474061,-117.11352915591422Z
SP1027	2	4	08030:N/A	M150.58646439804534,-154.8538560711235A216,216,0,0,1,150.70296668402193,-154.7404789724866L113.02722501301645,-116.05535922936495A162,162,0,0,0,112.939848298534,-116.14039205334261Z
SP1029	2	4	080310:Platanos para cocinar (plantains)	M150.81938360799205,-154.62701422489326A216,216,0,0,1,150.93571510401415,-154.5134618926127L113.2017863280106,-115.88509641945952A162,162,0,0,0,113.11453770599402,-115.97026066866994Z
SP1031	2	4	080390:Los demas	M150.99384879595118,-154.4566529023125A216,216,0,0,1,151.11005202651674,-154.34296931361467L113.33253901988756,-115.75722698521099A162,162,0,0,0,113.2453865969634,-115.84248967673436Z
SP1034	2	4	080410:Datiles	M151.2841963657032,-154.17228003108522A216,216,0,0,1,151.51608886034052,-153.94438871379947L113.63706664525539,-115.45829153534962A162,162,0,0,0,113.46314727427739,-115.62921002331392Z
SP1037	2	4	080420:Higos	M151.57400836540148,-153.88736136552996A216,216,0,0,1,151.8054716651988,-153.65903413892244L113.8541037488991,-115.24427560419181A162,162,0,0,0,113.68050627405111,-115.41552102414747Z
SP1039	2	4	080430:Pinas (ananas)	M151.86328376906562,-153.60189791430395A216,216,0,0,1,151.9788434541837,-153.48756022013225L113.98413259063777,-115.11567016509919A162,162,0,0,0,113.89746282679923,-115.20142343572796Z
SP1041	2	4	080440:aguacates (paltas)	M152.03659101907095,-153.43035876676998A216,216,0,0,1,152.1520215526148,-153.3158906879931L114.11401616446109,-114.98691801599482A162,162,0,0,0,114.02744326430322,-115.07276907507749Z
SP1045	2	4	080450:Guayabas, mangos y mangostanes	M152.20970450492567,-153.25862407878788A216,216,0,0,1,152.55534930192738,-152.91456895720214L114.41651197644553,-114.6859267179016A162,162,0,0,0,114.15727837869424,-114.9439680590909Z
SP1047	2	4	080510:Naranjas	M152.90021639803314,-152.56973430348052A216,216,0,0,1,153.0149989703349,-152.4546164932647L114.76124922775116,-114.34096236994851A162,162,0,0,0,114.67516229852485,-114.42730072761039Z
SP1049	2	4	080520:Mandarinas (incluidas las tangerinas y satsumas), clementinas, wilkings e hibridos similares de agrios (citricos)	M153.07235775869708,-152.3970252012599A216,216,0,0,1,153.18701029923238,-152.281777884233L114.89025772442427,-114.21133341317476A162,162,0,0,0,114.80426831902281,-114.29776890094492Z
SP1051	2	4	080540:Toronjas o pomelos	M153.24430403516988,-152.22412187553067A216,216,0,0,1,153.35882639781892,-152.1087451985705L115.01911979836419,-114.08155889892788A162,162,0,0,0,114.9332280263774,-114.168091406648Z
SP1055	2	4	080550:Limones (Citrus limon, Citrus limonum) y limas (Citrus aurantifolia, Citrus latifolia)	M153.4160550083133,-152.05102454665075A216,216,0,0,1,153.75897016930412,-151.70424876210635L115.31922762697809,-113.77818657157975A162,162,0,0,0,115.06204125623498,-114.03826840998805Z
SP1057	2	4	080590:Los demas	M153.81604653693714,-151.64637756223124A216,216,0,0,1,153.93013392012077,-151.53057074839282L115.44760044009057,-113.64792806129462A162,162,0,0,0,115.36203490270286,-113.73478317167341Z
SP1059	2	4	080610:Frescas	M154.27187267169228,-151.18263558480902A216,216,0,0,1,154.38561090781235,-151.06648584190194L115.78920818085928,-113.29986438142646A162,162,0,0,0,115.7039045037692,-113.38697668860678Z
SP1061	2	4	080620:Secas, incluidas las pasas	M154.44244723691568,-151.00837887836724A216,216,0,0,1,154.5560542769669,-150.8921008082771L115.91704070772518,-113.16907560620783A162,162,0,0,0,115.83183542768677,-113.25628415877544Z
SP1063	2	4	080711:Sandias	M154.72630067102233,-150.71752346910557A216,216,0,0,1,154.8396887292918,-150.60103184977197L116.12976654696885,-112.95077388732898A162,162,0,0,0,116.04472550326675,-113.0381426018292Z
SP1066	2	4	080719:Los demas	M154.89634987300693,-150.54275404687877A216,216,0,0,1,155.122775024556,-150.30942973972387L116.342081268417,-112.7320723047929A162,162,0,0,0,116.17226240475519,-112.90706553515908Z
SP1068	2	4	080720:Papayas	M155.17932641653636,-150.25104543033987A216,216,0,0,1,155.29236326934168,-150.13421299032018L116.46927245200625,-112.60065974274013A162,162,0,0,0,116.38449481240227,-112.68828407275491Z
SP1070	2	4	080810:Manzanas	M155.51817302630158,-149.90029305695612A216,216,0,0,1,155.63094580255176,-149.78320569610997L116.72320935191384,-112.33740427208248A162,162,0,0,0,116.6386297697262,-112.42521979271707Z
SP1073	2	4	080820:Peras y membrillos	M155.68729913716487,-149.72463019615356A216,216,0,0,1,155.91249193270744,-149.49011625968265L116.93436894953058,-112.117587194762A162,162,0,0,0,116.76547435287365,-112.29347264711515Z
SP1075	2	4	080830:Peras	M155.96873495600468,-149.43143483291448A216,216,0,0,1,156.08115473613154,-149.3140085063547L117.06086605209865,-111.98550637976602A162,162,0,0,0,116.9765512170035,-112.07357612468586Z
SP1077	2	4	080840:Membrillos	M156.13733147704178,-149.25526362319147A216,216,0,0,1,156.24961862078104,-149.13771045869143L117.18721396558578,-111.85328284401857A162,162,0,0,0,117.10299860778133,-111.9414477173936Z
SP1079	2	4	080910:Chabacanos (damascos, albaricoques)	M156.5299491371212,-148.84345811331528A216,216,0,0,1,156.64192623972843,-148.72560957652004L117.48144467979633,-111.54420718239002A162,162,0,0,0,117.3974618528409,-111.63259358498647Z
SP1081	2	4	080920:Cerezas	M156.69788152274998,-148.66665371320568A216,216,0,0,1,156.80972551261078,-148.54867883848604L117.60729413445807,-111.41150912886454A162,162,0,0,0,117.52341114206247,-111.49999028490426Z
SP1083	2	4	080921:Guindas (Cerezas acidas) (Prunus cerasus)	M156.86561420361215,-148.4896598437868A216,216,0,0,1,156.97732493818611,-148.3715587814967L117.73299370363958,-111.27866908612253A162,162,0,0,0,117.64921065270913,-111.3672448828401Z
SP1085	2	4	080929:Las demas	M157.03314696593964,-148.31247673062978A216,216,0,0,1,157.14472430285616,-148.194249631284L117.85854322714214,-111.14568722346301A162,162,0,0,0,117.77486022445473,-111.23435754797232Z
SP1088	2	4	080930:Duraznos (melocotones), incluidos los grinones y nectarinas	M157.20047959621905,-148.13510459954696A216,216,0,0,1,157.42327808484788,-147.89831478762918L118.06745856363592,-110.92373609072189A162,162,0,0,0,117.90035969716429,-111.10132844966022Z
SP1090	2	4	080940:Ciruelas y endrinas	M157.4789219963623,-147.83906495532108A216,216,0,0,1,157.59014291145198,-147.7205024942311L118.19260718358898,-110.79037687067334A162,162,0,0,0,118.10919149727172,-110.8792987164908Z
SP1092	2	4	081010:Fresas (frutillas)	M157.97871275454915,-147.30487539934194A216,216,0,0,1,158.089531490402,-147.18593694081372L118.5671486178015,-110.3894527056103A162,162,0,0,0,118.48403456591186,-110.47865654950645Z
SP1094	2	4	081020:Frambuesas, zarzamoras, moras y moras-frambuesa	M158.1449072825201,-147.1264364436355A216,216,0,0,1,158.25559167593187,-147.0073729555791L118.6916937569489,-110.25552971668432A162,162,0,0,0,118.60868046189009,-110.34482733272662Z
SP1096	2	4	081030:Grosellas negras, blancas o rojas, incluso las espinosas	M158.3109002615519,-146.94780998156105A216,216,0,0,1,158.42145017146,-146.82862161571774L118.81608762859501,-110.1214662117883A162,162,0,0,0,118.73317519616393,-110.21085748617078Z
SP1098	2	4	081040:arandanos rojos, mirtilos y demas frutos del genero Vaccinium	M158.47669148009354,-146.76899624077032A216,216,0,0,1,158.58710676560685,-146.64968314904064L118.94033007420515,-109.98726236178048A162,162,0,0,0,118.85751861007014,-110.07674718057774Z
SP1100	2	4	081050:Kiwis	M158.64228072685117,-146.58999544915386A216,216,0,0,1,158.75256124725016,-146.47055778359723L119.06442093543761,-109.85291833769791A162,162,0,0,0,118.98171054513837,-109.94249658686539Z
SP1102	2	4	081060:Duriones	M158.8076677907884,-146.4108078348405A216,216,0,0,1,158.9178134055252,-146.2912457476751L119.18836005414391,-109.71843431075634A162,162,0,0,0,119.10575084309129,-109.80810587613038Z
SP1104	2	4	081070:Persimos (caquis)	M158.97285246112642,-146.23143362619723A216,216,0,0,1,159.0828630298252,-146.1117472697999L119.31214727236889,-109.58381045234992A162,162,0,0,0,119.22963934584482,-109.67357521964792Z
SP1107	2	4	081090:Los demas	M159.1378345273445,-146.05187305182884A216,216,0,0,1,159.35749509029117,-145.81216944599592L119.51812131771838,-109.35912708449695A162,162,0,0,0,119.35337589550836,-109.53890478887162Z
SP1109	2	4	081110:Fresas (frutillas)	M159.85041048701294,-145.271629257517A216,216,0,0,1,159.95969844649593,-145.1512827118868L119.96977383487194,-108.8634620339151A162,162,0,0,0,119.88780786525969,-108.95372194313775Z
SP1111	2	4	081120:Frambuesas, zarzamoras, moras, moras-frambuesa y grosellas	M160.01430845313357,-145.09107860328777A216,216,0,0,1,160.12346048153537,-144.97060875714834L120.09259536115152,-108.72795656786126A162,162,0,0,0,120.01073133985017,-108.81830895246583Z
SP1113	2	4	081190:Los demas	M160.17800248784297,-144.91034303666726A216,216,0,0,1,160.28701844605396,-144.7897500435523L120.21526383454048,-108.59231253266421A162,162,0,0,0,120.13350186588222,-108.68275727750044Z
SP1115	2	4	081210:Cerezas	M160.50477792880397,-144.54831808784675A216,216,0,0,1,160.61352132999838,-144.42747926200937L120.4601409974988,-108.32060944650704A162,162,0,0,0,120.37858344660297,-108.41123856588507Z
SP1119	2	4	081290:Los demas	M160.6678589185942,-144.36702916703214A216,216,0,0,1,160.99340639759558,-144.0038995878189L120.74505479819668,-108.00292469086418A162,162,0,0,0,120.50089418894564,-108.27527187527411Z
SP1122	2	4	081310:Chabacanos (damascos, albaricoques)	M161.15587247191036,-143.82205939221345A216,216,0,0,1,161.3721743788022,-143.57932071248092L121.02913078410165,-107.68449053436069A162,162,0,0,0,120.86690435393275,-107.86654454416009Z
SP1125	2	4	081320:Ciruelas	M161.42619274633486,-143.51858519168567A216,216,0,0,1,161.64203755022402,-143.2754399630724L121.23152816266801,-107.4565799723043A162,162,0,0,0,121.06964455975115,-107.63893889376426Z
SP1127	2	4	081330:Manzanas	M161.69594154642968,-143.21460291259964A216,216,0,0,1,161.80368083967764,-143.09286797996518L121.35276062975822,-107.31965098497388A162,162,0,0,0,121.27195615982225,-107.41095218444973Z
SP1132	2	4	081340:Las demas frutas u otros frutos	M161.85751612146336,-143.03197011504187A216,216,0,0,1,162.28737261398265,-142.54405876798356L121.71552946048699,-106.90804407598768A162,162,0,0,0,121.39313709109751,-107.2739775862814Z
SP1134	2	4	081350:Mezclas de frutas u otros frutos, secos, o de frutos de cascara de este Capitulo	M162.3410013411947,-142.4829789256886A216,216,0,0,1,162.44818982246068,-142.36075872025194L121.83614236684551,-106.77056904018895A162,162,0,0,0,121.75575100589602,-106.86223419426645Z
SP1136	2	4	08140:N/A	M162.76920293485819,-141.9936145604828A216,216,0,0,1,162.87602299315722,-141.8710722238065L122.1570172448679,-106.40330416785488A162,162,0,0,0,122.07690220114364,-106.4952109203621Z
SP1139	2	4	090111:Sin descafeinar	M162.98275079431994,-141.74844952773415A216,216,0,0,1,163.19592938347552,-141.5029633352732L122.39694703760664,-106.1272225014549A162,162,0,0,0,122.23706309573996,-106.31133714580062Z
SP1141	2	4	090112:Descafeinado	M163.2491662756592,-141.44154167111643A216,216,0,0,1,163.35557070111813,-141.31863826442708L122.5166780258386,-105.98897869832031A162,162,0,0,0,122.4368747067444,-106.08115625333733Z
SP1143	2	4	090121:Sin descafeinar	M163.40873821932578,-141.2571565392984A216,216,0,0,1,163.51500382905326,-141.134133089004L122.63625287178995,-105.850599816753A162,162,0,0,0,122.55655366449434,-105.9428674044738Z
