id	daddy	nivel	name	arco
P10055	9	3	4412:Madera contrachapada, madera chapada y madera estratificada similar	M-80.9516004034088,140.32404780409814A162,162,0,0,1,-81.21548103167997,140.1714865469894L-54.14365402111998,93.44765769799292A108,108,0,0,0,-53.96773360227253,93.5493652027321Z
P10056	9	3	4412:Madera contrachapada, madera chapada y madera estratificada similar	M-81.21548103167997,140.1714865469894A162,162,0,0,1,-81.4790741442649,140.01842906058255L-54.31938276284327,93.34561937372169A108,108,0,0,0,-54.14365402111998,93.44765769799292Z
P10057	9	3	4412:Madera contrachapada, madera chapada y madera estratificada similar	M-81.4790741442649,140.01842906058255A162,162,0,0,1,-81.74237880800212,139.86487588672534L-54.494919205334746,93.24325059115023A108,108,0,0,0,-54.31938276284327,93.34561937372169Z
P10058	9	3	4412:Madera contrachapada, madera chapada y madera estratificada similar	M-81.74237880800212,139.86487588672534A162,162,0,0,1,-82.11051896857002,139.64906972376187L-54.74034597904667,93.09937981584125A108,108,0,0,0,-54.494919205334746,93.24325059115023Z
P10059	9	3	4412:Madera contrachapada, madera chapada y madera estratificada similar	M-82.11051896857002,139.64906972376187A162,162,0,0,1,-82.37312755389165,139.4943291212596L-54.915418369261104,92.99621941417307A108,108,0,0,0,-54.74034597904667,93.09937981584125Z
P10060	9	3	441:N/A	M-82.68787284413978,139.3079885882765A162,162,0,0,1,-83.05454280498827,139.0896937930858L-55.36969520332552,92.72646252872387A108,108,0,0,0,-55.12524856275986,92.87199239218431Z
P10061	9	3	441:N/A	M-83.05454280498827,139.0896937930858A162,162,0,0,1,-83.21151080642875,138.99584335263984L-55.47434053761916,92.66389556842657A108,108,0,0,0,-55.36969520332552,92.72646252872387Z
P10062	9	3	4415:Cajones, cajas, jaulas, tambores y envases similares, de madera, carretes para cables, de madera, paletas, paletas caja y demas plataformas para carga, de madera, collarines para paletas, de madera	M-83.31609723666475,138.9331779714645A162,162,0,0,1,-83.47288837783124,138.83903235712253L-55.6485922518875,92.55935490474836A108,108,0,0,0,-55.54406482444316,92.62211864764299Z
P10063	9	3	4415:Cajones, cajas, jaulas, tambores y envases similares, de madera, carretes para cables, de madera, paletas, paletas caja y demas plataformas para carga, de madera, collarines para paletas, de madera	M-83.47288837783124,138.83903235712253A162,162,0,0,1,-83.73397044196741,138.68172984940637L-55.822646961311605,92.4544865662709A108,108,0,0,0,-55.6485922518875,92.55935490474836Z
P10064	9	3	441:N/A	M-83.83832031851513,138.61867134758597A162,162,0,0,1,-84.20317052949511,138.39734850343328L-56.13544701966341,92.26489900228886A108,108,0,0,0,-55.89221354567675,92.4124475650573Z
P10065	9	3	441:N/A	M-84.20317052949511,138.39734850343328A162,162,0,0,1,-84.46342025951064,138.2386727296862L-56.30894683967376,92.15911515312413A108,108,0,0,0,-56.13544701966341,92.26489900228886Z
P10066	9	3	4418:Obras y piezas de carpinteria para construcciones, incluidos los tableros celulares, los tableros ensamblados para revestimiento de suelo y tablillas para cubierta de tejados o fachadas (shingles y shakes), de madera	M-84.56743647918175,138.1750653603593A162,162,0,0,1,-84.72337097561983,138.07950756910853L-56.48224731707989,92.05300504607234A108,108,0,0,0,-56.378290986121165,92.11671024023953Z
P10067	9	3	4418:Obras y piezas de carpinteria para construcciones, incluidos los tableros celulares, los tableros ensamblados para revestimiento de suelo y tablillas para cubierta de tejados o fachadas (shingles y shakes), de madera	M-84.72337097561983,138.07950756910853A162,162,0,0,1,-84.87919749573518,137.9837738014147L-56.58613166382346,91.98918253427647A108,108,0,0,0,-56.48224731707989,92.05300504607234Z
P10068	9	3	441:N/A	M-84.9830217575559,137.9198535851702A162,162,0,0,1,-85.13866787588091,137.8238267946455L-56.75911191725394,91.88255119643034A108,108,0,0,0,-56.655347838370595,91.94656905678012Z
P10069	9	3	4501:Corcho natural en bruto o simplemente preparado, desperdicios de corcho, corcho triturado, granulado o pulverizado	M-85.19052581275858,137.79177882495642A162,162,0,0,1,-85.346027212892,137.69551786088138L-56.89735147526133,91.79701190725424A108,108,0,0,0,-56.79368387517239,91.86118588330429Z
P10070	9	3	4501:Corcho natural en bruto o simplemente preparado, desperdicios de corcho, corcho triturado, granulado o pulverizado	M-85.346027212892,137.69551786088138A162,162,0,0,1,-85.5014198431539,137.59908140974173L-57.0009465621026,91.73272093982781A108,108,0,0,0,-56.89735147526133,91.79701190725424Z
P10071	9	3	450:N/A	M-85.60495440448484,137.53469301018586A162,162,0,0,1,-85.76016531160433,137.437964353836L-57.173443541069545,91.62530956922402A108,108,0,0,0,-57.0699696029899,91.68979534012391Z
P10072	9	3	4503:Manufacturas de corcho natural	M-85.81187800203679,137.40568253810886A162,162,0,0,1,-85.96694313499219,137.3087203640942L-57.311295423328126,91.53914690939614A108,108,0,0,0,-57.207918668024526,91.60378835873924Z
P10073	9	3	4503:Manufacturas de corcho natural	M-85.96694313499219,137.3087203640942A162,162,0,0,1,-86.12189870674517,137.2115831959719L-57.414599137830116,91.47438879731462A108,108,0,0,0,-57.311295423328126,91.53914690939614Z
P10074	9	3	4504:Corcho aglomerado (incluso con aglutinante) y manufacturas de corcho aglomerado	M-86.22514145638365,137.14672792606694A162,162,0,0,1,-86.68912858961701,136.8539184107377L-57.792752393078004,91.23594560715846A108,108,0,0,0,-57.4834276375891,91.4311519507113Z
P10075	9	3	4504:Corcho aglomerado (incluso con aglutinante) y manufacturas de corcho aglomerado	M-86.68912858961701,136.8539184107377A162,162,0,0,1,-86.84357026684128,136.75596624392006L-57.89571351122753,91.17064416261337A108,108,0,0,0,-57.792752393078004,91.23594560715846Z
P10076	9	3	4601:Trenzas y articulos similares, de materia trenzable, incluso ensamblados en tiras, materia trenzable, trenzas y articulos similares de materia trenzable, tejidos o paralelizados, en forma plana, incluso terminados (por ejemplo: esterillas, esteras, canizos)	M-86.94646990912035,136.69056796407872A162,162,0,0,1,-87.10072701302086,136.59232538398055L-58.0671513420139,91.06155025598704A108,108,0,0,0,-57.9643132727469,91.12704530938582Z
P10077	9	3	4601:Trenzas y articulos similares, de materia trenzable, incluso ensamblados en tiras, materia trenzable, trenzas y articulos similares de materia trenzable, tejidos o paralelizados, en forma plana, incluso terminados (por ejemplo: esterillas, esteras, canizos)	M-87.10072701302086,136.59232538398055A162,162,0,0,1,-87.25487311075977,136.49390872278957L-58.169915407173185,90.99593914852639A108,108,0,0,0,-58.0671513420139,91.06155025598704Z
P10078	9	3	4601:Trenzas y articulos similares, de materia trenzable, incluso ensamblados en tiras, materia trenzable, trenzas y articulos similares de materia trenzable, tejidos o paralelizados, en forma plana, incluso terminados (por ejemplo: esterillas, esteras, canizos)	M-87.25487311075977,136.49390872278957A162,162,0,0,1,-87.511536059788,136.32949444803359L-58.34102403985867,90.8863296320224A108,108,0,0,0,-58.169915407173185,90.99593914852639Z
P10079	9	3	4601:Trenzas y articulos similares, de materia trenzable, incluso ensamblados en tiras, materia trenzable, trenzas y articulos similares de materia trenzable, tejidos o paralelizados, en forma plana, incluso terminados (por ejemplo: esterillas, esteras, canizos)	M-87.511536059788,136.32949444803359A162,162,0,0,1,-87.76788920409639,136.16459754524104L-58.51192613606426,90.77639836349402A108,108,0,0,0,-58.34102403985867,90.8863296320224Z
P10080	9	3	4601:Trenzas y articulos similares, de materia trenzable, incluso ensamblados en tiras, materia trenzable, trenzas y articulos similares de materia trenzable, tejidos o paralelizados, en forma plana, incluso terminados (por ejemplo: esterillas, esteras, canizos)	M-87.76788920409639,136.16459754524104A162,162,0,0,1,-88.0239316361542,135.99921859817303L-58.68262109076947,90.66614573211534A108,108,0,0,0,-58.51192613606426,90.77639836349402Z
P10081	9	3	4601:Trenzas y articulos similares, de materia trenzable, incluso ensamblados en tiras, materia trenzable, trenzas y articulos similares de materia trenzable, tejidos o paralelizados, en forma plana, incluso terminados (por ejemplo: esterillas, esteras, canizos)	M-88.0239316361542,135.99921859817303A162,162,0,0,1,-88.27966244953055,135.8333581922973L-58.85310829968704,90.55557212819821A108,108,0,0,0,-58.68262109076947,90.66614573211534Z
P10082	9	3	4601:Trenzas y articulos similares, de materia trenzable, incluso ensamblados en tiras, materia trenzable, trenzas y articulos similares de materia trenzable, tejidos o paralelizados, en forma plana, incluso terminados (por ejemplo: esterillas, esteras, canizos)	M-88.27966244953055,135.8333581922973A162,162,0,0,1,-88.53508073889785,135.66701691478602L-59.023387159265226,90.44467794319068A108,108,0,0,0,-58.85310829968704,90.55557212819821Z
P10083	9	3	4602:Articulos de cesteria obtenidos directamente en su forma con materia trenzable o confeccionados con articulos de la partida 46.01, manufacturas de esponja vegetal (paste o lufa)	M-88.89213958225062,135.43333238346338A162,162,0,0,1,-89.04497612982965,135.33289410205512L-59.363317419886435,90.22192940137009A108,108,0,0,0,-59.26142638816708,90.28888825564226Z
P10084	9	3	4602:Articulos de cesteria obtenidos directamente en su forma con materia trenzable o confeccionados con articulos de la partida 46.01, manufacturas de esponja vegetal (paste o lufa)	M-89.04497612982965,135.33289410205512A162,162,0,0,1,-89.1976991933845,135.23228334464554L-59.46513279558967,90.15485556309702A108,108,0,0,0,-59.363317419886435,90.22192940137009Z
P10085	9	3	4602:Articulos de cesteria obtenidos directamente en su forma con materia trenzable o confeccionados con articulos de la partida 46.01, manufacturas de esponja vegetal (paste o lufa)	M-89.1976991933845,135.23228334464554A162,162,0,0,1,-89.35030857827618,135.1315002394587L-59.566872385517456,90.08766682630579A108,108,0,0,0,-59.46513279558967,90.15485556309702Z
P10086	10	3	4602:Articulos de cesteria obtenidos directamente en su forma con materia trenzable o confeccionados con articulos de la partida 46.01, manufacturas de esponja vegetal (paste o lufa)	M-89.35030857827618,135.1315002394587A162,162,0,0,1,-89.50280409001054,135.0305449149384L-59.66853606000703,90.02036327662559A108,108,0,0,0,-59.566872385517456,90.08766682630579Z
P10087	10	3	470:N/A	M-89.70595396707607,134.89567014124964A162,162,0,0,1,-89.85818301922616,134.79431347235408L-59.905455346150774,89.86287564823604A108,108,0,0,0,-59.803969311384044,89.93044676083309Z
P10088	10	3	470:N/A	M-89.85818301922616,134.79431347235408A162,162,0,0,1,-90.111643520576,134.6250040000766L-60.07442901371733,89.75000266671772A108,108,0,0,0,-59.905455346150774,89.86287564823604Z
P10089	10	3	4703:Pasta quimica de madera a la sosa (soda) o al sulfato, excepto la pasta para disolver	M-90.21293844866271,134.55714673125985A162,162,0,0,1,-90.56706791677546,134.31904633728672L-60.378045277850305,89.5460308915245A108,108,0,0,0,-60.14195896577514,89.70476448750657Z
P10090	10	3	4703:Pasta quimica de madera a la sosa (soda) o al sulfato, excepto la pasta para disolver	M-90.56706791677546,134.31904633728672A162,162,0,0,1,-90.8196329339249,134.14840391800098L-60.54642195594993,89.43226927866733A108,108,0,0,0,-60.378045277850305,89.5460308915245Z
P10091	10	3	4703:Pasta quimica de madera a la sosa (soda) o al sulfato, excepto la pasta para disolver	M-90.8196329339249,134.14840391800098A162,162,0,0,1,-91.07187643516681,133.97728659208508L-60.71458429011121,89.31819106139007A108,108,0,0,0,-60.54642195594993,89.43226927866733Z
P10092	10	3	4703:Pasta quimica de madera a la sosa (soda) o al sulfato, excepto la pasta para disolver	M-91.07187643516681,133.97728659208508A162,162,0,0,1,-91.32379752751923,133.80569496532152L-60.88253168501282,89.20379664354769A108,108,0,0,0,-60.71458429011121,89.31819106139007Z
P10093	10	3	4704:Pasta quimica de madera al sulfito, excepto la pasta para disolver	M-91.52510166764533,133.6680805754582A162,162,0,0,1,-91.67594371203147,133.56467101935465L-61.117295808020984,89.0431140129031A108,108,0,0,0,-61.01673444509689,89.11205371697213Z
P10094	10	3	4704:Pasta quimica de madera al sulfito, excepto la pasta para disolver	M-91.67594371203147,133.56467101935465A162,162,0,0,1,-91.82666891933748,133.46109124077466L-61.217779279558314,88.97406082718311A108,108,0,0,0,-61.117295808020984,89.0431140129031Z
P10095	10	3	4704:Pasta quimica de madera al sulfito, excepto la pasta para disolver	M-91.82666891933748,133.46109124077466A162,162,0,0,1,-91.9772770974705,133.35734137172625L-61.318184731647,88.9048942478175A108,108,0,0,0,-61.217779279558314,88.97406082718311Z
P10096	10	3	4704:Pasta quimica de madera al sulfito, excepto la pasta para disolver	M-91.9772770974705,133.35734137172625A162,162,0,0,1,-92.12776805448688,133.25342154443416L-61.418512036324586,88.83561436295611A108,108,0,0,0,-61.318184731647,88.9048942478175Z
P10097	10	3	470:N/A	M-92.32823998840786,133.1145976241635A162,162,0,0,1,-92.47845668387721,133.0102817430602L-61.65230445591814,88.67352116204013A108,108,0,0,0,-61.55215999227191,88.74306508277567Z
P10098	10	3	4706:Pasta de fibras obtenidas de papel o carton reciclado (desperdicios y desechos) o de las demas materias fibrosas celulosicas	M-92.5285027340726,132.975472105914A162,162,0,0,1,-92.67856224055976,132.8709302331503L-61.78570816037317,88.58062015543352A108,108,0,0,0,-61.68566848938173,88.65031473727602Z
P10099	10	3	4706:Pasta de fibras obtenidas de papel o carton reciclado (desperdicios y desechos) o de las demas materias fibrosas celulosicas	M-92.67856224055976,132.8709302331503A162,162,0,0,1,-92.82850363217223,132.76621902205312L-61.885669088114824,88.51081268136876A108,108,0,0,0,-61.78570816037317,88.58062015543352Z
P10100	10	3	4706:Pasta de fibras obtenidas de papel o carton reciclado (desperdicios y desechos) o de las demas materias fibrosas celulosicas	M-92.82850363217223,132.76621902205312A162,162,0,0,1,-93.17790647049785,132.52123507489338L-62.11860431366524,88.34749004992894A108,108,0,0,0,-61.885669088114824,88.51081268136876Z
P10101	10	3	4706:Pasta de fibras obtenidas de papel o carton reciclado (desperdicios y desechos) o de las demas materias fibrosas celulosicas	M-93.17790647049785,132.52123507489338A162,162,0,0,1,-93.32745276658615,132.41596036770125L-62.218301844390766,88.27730691180084A108,108,0,0,0,-62.11860431366524,88.34749004992894Z
P10102	10	3	4706:Pasta de fibras obtenidas de papel o carton reciclado (desperdicios y desechos) o de las demas materias fibrosas celulosicas	M-93.32745276658615,132.41596036770125A162,162,0,0,1,-93.47688012081647,132.3105169020154L-62.31792008054432,88.20701126801026A108,108,0,0,0,-62.218301844390766,88.27730691180084Z
P10103	10	3	4706:Pasta de fibras obtenidas de papel o carton reciclado (desperdicios y desechos) o de las demas materias fibrosas celulosicas	M-93.47688012081647,132.3105169020154A162,162,0,0,1,-93.62618834275004,132.20490481221904L-62.417458895166696,88.13660320814603A108,108,0,0,0,-62.31792008054432,88.20701126801026Z
P10104	10	3	4707:Papel o carton para reciclar (desperdicios y desechos)	M-93.92444662873098,131.99317529890197A162,162,0,0,1,-94.07339631266103,131.88705814522143L-62.71559754177402,87.92470543014761A108,108,0,0,0,-62.61629775248731,87.99545019926798Z
P10105	10	3	4707:Papel o carton para reciclar (desperdicios y desechos)	M-94.07339631266103,131.88705814522143A162,162,0,0,1,-94.22222610405984,131.78077290711047L-62.81481740270656,87.85384860474032A108,108,0,0,0,-62.71559754177402,87.92470543014761Z
P10106	10	3	4707:Papel o carton para reciclar (desperdicios y desechos)	M-94.22222610405984,131.78077290711047A162,162,0,0,1,-94.37093581325024,131.67431972002512L-62.91395720883349,87.78287981335009A108,108,0,0,0,-62.81481740270656,87.85384860474032Z
P10107	10	3	4707:Papel o carton para reciclar (desperdicios y desechos)	M-94.37093581325024,131.67431972002512A162,162,0,0,1,-94.51952525070803,131.56769871963544L-63.01301683380535,87.71179914642363A108,108,0,0,0,-62.91395720883349,87.78287981335009Z
P10108	10	3	480:N/A	M-94.7174570840042,131.42527657775662A162,162,0,0,1,-94.86576515124221,131.31826454179694L-63.24384343416148,87.54550969453129A108,108,0,0,0,-63.14497138933613,87.61685105183776Z
P10109	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-94.9151743157907,131.2825566653966A162,162,0,0,1,-95.06332113789061,131.17532151374465L-63.37554742526041,87.45021434249644A108,108,0,0,0,-63.276782877193796,87.52170444359773Z
P10110	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-95.06332113789061,131.17532151374465A162,162,0,0,1,-95.4085255750594,130.9244562623547L-63.60568371670627,87.28297084156982A108,108,0,0,0,-63.37554742526041,87.45021434249644Z
P10111	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-95.4085255750594,130.9244562623547A162,162,0,0,1,-95.55626781661785,130.8166643855392L-63.704178544411896,87.21110959035948A108,108,0,0,0,-63.60568371670627,87.28297084156982Z
P10112	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-95.55626781661785,130.8166643855392A162,162,0,0,1,-96.48913286211427,130.1301165738249L-64.32608857474285,86.7534110492166A108,108,0,0,0,-63.704178544411896,87.21110959035948Z
P10113	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-96.48913286211427,130.1301165738249A162,162,0,0,1,-97.0269612098502,129.72959877523024L-64.6846408065668,86.48639918348684A108,108,0,0,0,-64.32608857474285,86.7534110492166Z
P10114	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-97.0269612098502,129.72959877523024A162,162,0,0,1,-97.46576643418157,129.40024873777315L-64.9771776227877,86.26683249184877A108,108,0,0,0,-64.6846408065668,86.48639918348684Z
P10115	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-97.46576643418157,129.40024873777315A162,162,0,0,1,-97.70906437437174,129.21663491627106L-65.13937624958116,86.14442327751404A108,108,0,0,0,-64.9771776227877,86.26683249184877Z
P10116	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-97.70906437437174,129.21663491627106A162,162,0,0,1,-98.14612840661216,128.88497770800444L-65.43075227107477,85.92331847200296A108,108,0,0,0,-65.13937624958116,86.14442327751404Z
P10117	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-98.14612840661216,128.88497770800444A162,162,0,0,1,-98.48528906072865,128.62599985471337L-65.6568593738191,85.75066656980891A108,108,0,0,0,-65.43075227107477,85.92331847200296Z
P10118	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-98.48528906072865,128.62599985471337A162,162,0,0,1,-98.82376635408806,128.36612950304539L-65.88251090272537,85.57741966869692A108,108,0,0,0,-65.6568593738191,85.75066656980891Z
P10119	10	3	4802:Papel y carton, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines graficos y papel y carton para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamano, excepto el papel de las partidas 48.01 o 48.03, papel y carton hechos a mano (hoja a hoja)	M-98.82376635408806,128.36612950304539A162,162,0,0,1,-99.16155793809497,128.10536845616514L-66.10770529206332,85.40357897077676A108,108,0,0,0,-65.88251090272537,85.57741966869692Z
P10120	10	3	480:N/A	M-99.69098223574818,127.69380588294698A162,162,0,0,1,-100.12287746081972,127.35544514847285L-66.74858497387982,84.9036300989819A108,108,0,0,0,-66.46065482383212,85.12920392196466Z
P10121	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-100.17079501951316,127.31775926852734A162,162,0,0,1,-100.31446255951651,127.20459347600368L-66.87630837301101,84.80306231733579A108,108,0,0,0,-66.78053001300877,84.87850617901822Z
P10122	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-100.31446255951651,127.20459347600368A162,162,0,0,1,-100.64918932251479,126.93990975544523L-67.09945954834319,84.62660650363014A108,108,0,0,0,-66.87630837301101,84.80306231733579Z
P10123	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-100.64918932251479,126.93990975544523A162,162,0,0,1,-100.79242999637229,126.8262041355271L-67.19495333091486,84.55080275701808A108,108,0,0,0,-67.09945954834319,84.62660650363014Z
P10124	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-100.79242999637229,126.8262041355271A162,162,0,0,1,-100.93554221457674,126.71233688102117L-67.29036147638449,84.47489125401411A108,108,0,0,0,-67.19495333091486,84.55080275701808Z
P10125	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-100.93554221457674,126.71233688102117A162,162,0,0,1,-101.45918505943136,126.29344308821445L-67.63945670628758,84.1956287254763A108,108,0,0,0,-67.29036147638449,84.47489125401411Z
P10126	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-101.45918505943136,126.29344308821445A162,162,0,0,1,-101.88632746549737,125.94910192452122L-67.92421831033158,83.9660679496808A108,108,0,0,0,-67.63945670628758,84.1956287254763Z
P10127	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-101.88632746549737,125.94910192452122A162,162,0,0,1,-102.02844880974114,125.83400030785809L-68.01896587316075,83.88933353857206A108,108,0,0,0,-67.92421831033158,83.9660679496808Z
P10128	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-102.02844880974114,125.83400030785809A162,162,0,0,1,-102.17044012307859,125.71873832112861L-68.11362674871906,83.81249221408574A108,108,0,0,0,-68.01896587316075,83.88933353857206Z
P10129	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-102.17044012307859,125.71873832112861A162,162,0,0,1,-102.50124649558234,125.44917084959896L-68.33416433038822,83.6327805663993A108,108,0,0,0,-68.11362674871906,83.81249221408574Z
P10130	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-102.50124649558234,125.44917084959896A162,162,0,0,1,-102.73710145061828,125.25608961453877L-68.49140096707885,83.50405974302585A108,108,0,0,0,-68.33416433038822,83.6327805663993Z
P10131	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-102.73710145061828,125.25608961453877A162,162,0,0,1,-102.8784398983185,125.14002798500594L-68.585626598879,83.4266853233373A108,108,0,0,0,-68.49140096707885,83.50405974302585Z
P10132	10	3	4804:Papel y carton Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03	M-102.8784398983185,125.14002798500594A162,162,0,0,1,-103.11371252408877,124.94623759641416L-68.74247501605917,83.29749173094277A108,108,0,0,0,-68.585626598879,83.4266853233373Z
P10133	10	3	4805:Los demas papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capitulo	M-103.67687588408826,124.4793372689434A162,162,0,0,1,-103.81733684285726,124.36221520565124L-69.21155789523817,82.90814347043415A108,108,0,0,0,-69.11791725605883,82.98622484596225Z
P10134	10	3	4805:Los demas papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capitulo	M-103.81733684285726,124.36221520565124A162,162,0,0,1,-103.95766549085845,124.24493464802008L-69.30511032723896,82.82995643201339A108,108,0,0,0,-69.21155789523817,82.90814347043415Z
P10135	10	3	4805:Los demas papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capitulo	M-103.95766549085845,124.24493464802008A162,162,0,0,1,-104.09786164924894,124.12749574551897L-69.39857443283262,82.75166383034598A108,108,0,0,0,-69.30511032723896,82.82995643201339Z
P10136	10	3	4805:Los demas papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capitulo	M-104.09786164924894,124.12749574551897A162,162,0,0,1,-104.33122700666503,123.93141277046642L-69.55415133777669,82.62094184697762A108,108,0,0,0,-69.39857443283262,82.75166383034598Z
P10137	10	3	4805:Los demas papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capitulo	M-104.33122700666503,123.93141277046642A162,162,0,0,1,-104.56422301498722,123.73489105855316L-69.70948200999148,82.48992737236878A108,108,0,0,0,-69.55415133777669,82.62094184697762Z
P10138	10	3	4805:Los demas papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capitulo	M-104.56422301498722,123.73489105855316A162,162,0,0,1,-104.70384298922636,123.6167677270662L-69.80256199281757,82.4111784847108A108,108,0,0,0,-69.70948200999148,82.48992737236878Z
